1;14,69782;0
2;17,87895;0
3;21,39671;0
4;26,0375;0
5;28,06446;0
6;29,91968;0
7;36,35379;0
8;37,818;0
9;41,29686;0
0;44,3791;0
1;46,01881;0
2;49,17627;0
3;52,63726;0
4;57,35548;0
5;59,35569;0
6;61,33688;0
7;67,47577;0
8;69,00648;0
9;72,47834;0
0;75,58423;0
1;77,25797;0
2;80,31639;0
3;83,67965;0
4;87,95773;0
5;90,10973;0
6;92,05941;0
7;98,61828;0
8;100,1576;0
9;103,6155;0
0;106,8195;0
1;108,4482;0
2;111,4365;0
3;114,9782;0
4;119,2356;0
5;121,1974;0
6;123,0962;0
7;129,3996;0
8;130,8969;0
9;134,4565;0
0;137,5995;0
1;139,3372;0
2;142,3367;0
3;145,7575;0
4;150,1972;0
5;152,3759;0
6;154,2992;0
7;160,776;0
8;162,1989;0
9;165,7722;0
0;168,9106;0
1;170,7381;0
2;173,8393;0
3;177,2186;0
4;181,959;0
5;183,8991;0
6;185,6952;0
7;192,179;0
8;193,8188;0
9;197,3758;0
0;200,5764;0
1;202,159;0
2;205,3574;0
3;208,6349;0
4;212,8784;0
5;214,8751;0
6;216,8558;0
7;223,2785;0
8;224,7366;0
9;228,1362;0
0;231,138;0
1;232,7583;0
2;235,8746;0
3;239,3077;0
4;243,5549;0
5;245,5993;0
6;247,5374;0
7;253,8354;0
8;255,259;0
9;258,6396;0
0;261,5323;0
1;263,1368;0
2;266,1994;0
3;269,5374;0
4;273,715;0
5;275,7141;0
6;277,6186;0
7;283,6378;0
8;285,2771;0
9;288,7339;0
0;291,8758;0
1;293,463;0
2;296,4562;0
3;299,7947;0
4;304,0773;0
5;306,0735;0
6;308,1177;0
7;314,3946;0
8;316,037;0
9;319,5971;0
0;322,8563;0
1;324,475;0
2;327,5411;0
3;331,0348;0
4;335,3354;0
5;337,3271;0
6;339,2579;0
7;345,6129;0
8;347,1947;0
9;350,6283;0
0;353,8135;0
1;355,5338;0
2;358,5955;0
3;361,9739;0
4;366,7576;0
5;368,7946;0
6;370,7531;0
7;376,9379;0
8;378,4342;0
9;381,9527;0
0;384,9774;0
1;386,5687;0
2;389,6537;0
3;393,133;0
4;397,5774;0
5;399,6174;0
6;401,4971;0
7;407,9327;0
8;409,5139;0
9;413,0365;0
0;416,1537;0
1;417,7417;0
2;420,8371;0
3;424,1938;0
4;428,6562;0
5;430,7526;0
6;432,6562;0
7;438,9339;0
8;440,5958;0
9;444,1363;0
0;447,1355;0
1;448,7318;0
2;451,9541;0
3;455,4753;0
4;459,6537;0
5;461,655;0
6;463,5326;0
7;469,6523;0
8;471,0548;0
9;474,5355;0
0;477,5738;0
1;479,1953;0
2;482,2537;0
3;485,5756;0
4;489,977;0
5;491,9926;0
6;493,8743;0
7;500,1949;0
8;501,7334;0
9;505,2525;0
0;508,3541;0
1;509,975;0
2;512,956;0
3;516,3941;0
4;520,5334;0
5;522,5956;0
6;524,4959;0
7;530,9148;0
8;532,4528;0
9;535,9139;0
0;539,1735;0
1;540,7946;0
2;543,9531;0
3;547,4552;0
4;552,0139;0
5;554,0851;0
6;555,8963;0
7;562,1346;0
8;563,7775;0
9;567,2584;0
0;570,3766;0
1;572,0181;0
2;575,1786;0
3;578,7381;0
4;582,9563;0
5;584,9568;0
