1;9,758711;119
2;12,17505;0
3;14,99795;0
4;17,49735;0
5;24,37691;30
6;26,71435;0
7;28,37547;0
8;29,79511;0
9;32,57939;0
0;36,89456;0
1;48,61724;94
2;50,59373;0
3;53,71457;0
4;56,67997;8
5;68,43887;106
6;70,51965;0
7;72,15782;0
8;74,07975;0
9;76,70926;6
0;82,014;0
1;92,33629;70
2;94,22743;0
3;96,5341;0
4;99,59834;0
5;105,785;0
6;107,8351;0
7;109,632;0
8;111,0791;0
9;113,3161;0
0;117,113;2
1;122,6538;0
2;124,3798;0
3;127,6943;0
4;132,4669;0
5;139,6855;0
6;141,8171;0
7;143,5555;0
8;145,1251;0
9;147,3129;0
0;151,2549;0
1;157,9127;0
2;159,6777;0
3;162,7324;0
4;166,2593;0
5;172,4953;0
6;175,0154;0
7;176,7187;0
8;178,0297;0
9;180,1565;0
0;184,216;0
1;191,2601;0
2;193,5697;0
3;196,2347;0
4;199,4348;16
5;206,3188;0
6;208,7538;0
7;210,5397;0
8;212,366;0
9;214,5968;0
0;218,213;0
1;224,7544;0
2;226,4402;0
3;228,96;0
4;231,8961;0
5;240,1397;62
6;242,639;0
7;244,1846;0
8;245,8779;0
9;247,8563;0
0;250,9547;0
1;257,8814;0
2;260,2061;0
3;263,2539;0
4;266,3505;0
5;271,7354;0
6;300,837;253
7;302,194;0
8;303,3745;0
9;351,0962;270
