1;9,053631;66
2;11,67862;0
3;14,71532;0
4;19,51488;0
5;21,21861;0
6;22,91312;0
7;28,47789;0
8;29,73732;0
9;32,89342;0
0;35,75505;0
1;37,13333;0
2;39,79307;0
3;42,83806;0
4;47,45609;0
5;49,22532;0
6;50,99136;0
7;56,47571;0
8;57,70932;0
9;60,89591;0
0;63,75647;0
1;65,31695;0
2;68,07485;0
3;71,15922;0
4;82,11736;162
5;83,87563;0
6;85,53461;0
7;91,35941;0
8;92,67959;15
9;96,29342;4
0;99,07611;0
1;100,4936;0
2;103,1196;0
3;106,1937;0
4;111,0736;0
5;112,7793;0
6;114,4996;0
7;120,1999;0
8;121,5951;0
9;124,756;0
0;127,5565;0
1;128,9943;0
2;131,6768;0
3;134,695;0
4;139,2598;0
5;141,0946;0
6;142,9067;0
7;148,6344;0
8;149,9974;0
9;153,1784;0
0;156,0585;0
1;157,5929;0
2;160,2194;0
3;163,2351;0
4;169,493;57
5;171,1932;0
6;172,8923;0
7;178,4521;0
8;179,8979;0
9;183,4379;0
0;186,2556;0
1;187,6969;0
2;190,4991;0
3;193,4971;0
4;198,3329;0
5;200,0784;0
6;201,6653;0
7;207,1739;0
8;208,7342;0
9;211,8362;0
0;214,8555;0
1;216,3397;0
2;219,3326;0
3;222,3526;0
4;226,8169;0
5;228,5937;0
6;230,4561;0
7;238,5016;62
8;239,7753;0
9;242,8318;0
0;245,7322;0
1;247,1153;0
2;249,8525;30
3;253,6559;0
4;258,0751;0
5;259,8211;0
6;261,5166;0
7;267,0534;0
8;268,3966;0
9;271,5783;0
0;274,3567;0
1;275,8944;0
2;278,659;0
3;281,8372;0
4;288,087;52
5;289,8557;0
6;291,6756;0
7;297,503;0
8;298,8133;0
9;301,9565;0
0;305,4757;0
1;307,3173;0
2;309,9343;0
3;313,0366;0
4;317,8133;0
5;319,5392;0
6;321,2586;0
7;326,8629;0
8;328,1779;0
9;331,2961;0
0;334,4359;0
1;336,0938;0
2;338,7336;0
3;341,7549;0
4;347,1166;0
5;349,1182;0
6;351,1774;0
7;356,6592;0
8;357,938;0
9;361,075;0
0;363,9355;0
1;365,3891;0
